Repo,1,2,3,4,5,6,7,8,9,10
mitsuhiko/rye,15,14,13,12,8,6,5,2,1,1
fatih/color,11,2,2,2,2,1,1,0,0,0
facebookresearch/detr,1,1,1,1,1,1,1,1,1,1
thephpleague/omnipay,1,1,0,0,0,0,0,0,0,0
sqlalchemy/sqlalchemy,154,152,146,137,131,121,114,102,97,90
nodemcu/nodemcu-firmware,14,12,10,7,5,4,4,3,3,3
apache/druid,47,44,41,39,38,38,37,36,36,32
medialize/URI.js,36,24,15,11,8,3,1,1,1,1
nanomsg/nanomsg,0,0,0,0,0,0,0,0,0,0
iview/iview,77,73,61,58,50,49,45,44,38,35
rwaldron/johnny-five,74,73,60,53,49,45,41,38,34,33
apidoc/apidoc,41,30,24,18,15,11,10,8,6,4
seatgeek/fuzzywuzzy,8,2,1,0,0,0,0,0,0,0
wechaty/wechaty,16,15,14,14,13,13,13,12,12,11
saulpw/visidata,18,12,11,9,8,8,7,6,5,5
apache/shardingsphere-elasticjob,21,20,20,18,17,14,9,6,5,5
netdata/netdata,63,58,56,56,55,55,52,50,48,46
google-deepmind/pysc2,0,0,0,0,0,0,0,0,0,0
d3/d3,40,18,13,7,6,6,6,6,6,6
osxfuse/osxfuse,39,21,9,1,1,0,0,0,0,0
hyperledger/fabric,44,37,35,34,34,34,34,34,34,34
akveo/blur-admin,1,1,0,0,0,0,0,0,0,0
amsul/pickadate.js,0,0,0,0,0,0,0,0,0,0
javve/list.js,4,3,3,3,2,1,0,0,0,0
necolas/react-native-web,15,15,14,12,12,11,11,10,10,10
danielmiessler/SecLists,0,0,0,0,0,0,0,0,0,0
fikovnik/ShiftIt,6,4,4,3,2,2,2,2,2,2
aws/serverless-application-model,73,62,52,48,46,44,40,39,38,37
pillarjs/path-to-regexp,3,3,2,1,1,1,1,1,0,0
cypress-io/cypress,242,164,141,130,120,107,101,93,83,77
SignalR/SignalR,28,27,22,21,20,18,18,18,18,18
jverkoey/nimbus,0,0,0,0,0,0,0,0,0,0
MithrilJS/mithril.js,25,19,15,15,13,12,12,12,12,12
gevent/gevent,11,9,7,3,3,3,1,1,1,0
ShareX/ShareX,0,0,0,0,0,0,0,0,0,0
janpaepke/ScrollMagic,5,1,0,0,0,0,0,0,0,0
dogecoin/dogecoin,1,0,0,0,0,0,0,0,0,0
trazyn/weweChat,5,3,2,1,0,0,0,0,0,0
WordPress/gutenberg,377,302,278,267,260,255,254,253,253,253
google/web-starter-kit,5,4,4,3,2,1,1,1,1,1
beego/beego,21,15,15,14,13,11,11,11,10,10
PanJiaChen/vue-element-admin,33,33,31,31,26,25,23,23,18,17
presidentbeef/brakeman,53,38,31,22,9,6,5,2,0,0
powerline/fonts,0,0,0,0,0,0,0,0,0,0
cloudflare/quiche,1,0,0,0,0,0,0,0,0,0
github/semantic,0,0,0,0,0,0,0,0,0,0
netblue30/firejail,4,4,4,4,4,4,4,4,4,4
popcorn-official/popcorn-desktop,0,0,0,0,0,0,0,0,0,0
vercel/serve,142,80,53,36,18,14,9,7,5,4
vercel/ncc,81,62,49,37,29,22,16,10,8,7
googlecreativelab/anypixel,0,0,0,0,0,0,0,0,0,0
lua/lua,0,0,0,0,0,0,0,0,0,0
mattboldt/typed.js,1,0,0,0,0,0,0,0,0,0
Chocobozzz/PeerTube,42,37,32,28,28,28,28,27,23,21
electron/electron,1048,971,881,816,747,678,615,539,489,437
panjf2000/ants,11,9,8,8,7,6,5,5,4,4
java-decompiler/jd-gui,4,2,1,1,1,0,0,0,0,0
pockethub/PocketHub,0,0,0,0,0,0,0,0,0,0
vega/vega,59,44,30,20,16,13,8,8,7,4
qvacua/vimr,46,11,2,1,1,0,0,0,0,0
fschutt/azul,1,1,1,1,1,1,1,1,1,1
imsnif/bandwhich,15,11,9,5,5,5,4,3,3,3
taosdata/TDengine,79,75,73,71,65,61,59,54,49,45
mrdoob/stats.js,1,0,0,0,0,0,0,0,0,0
FormidableLabs/spectacle,26,13,9,6,6,5,3,3,3,3
vuejs/vue-class-component,19,17,13,5,4,4,4,4,3,0
rust-lang/rustfmt,9,4,4,4,3,3,3,3,3,3
beefproject/beef,4,4,3,3,3,2,1,1,1,1
ValveSoftware/openvr,44,4,3,1,1,1,1,1,1,0
sdkman/sdkman-cli,21,13,12,10,8,6,6,5,5,5
gcanti/io-ts,59,7,1,0,0,0,0,0,0,0
apache/openwhisk,1,1,1,1,1,1,1,1,1,1
snail007/goproxy,0,0,0,0,0,0,0,0,0,0
nagadomi/waifu2x,1,0,0,0,0,0,0,0,0,0
NLog/NLog,98,91,84,79,73,67,61,56,51,50
b4winckler/macvim,1,0,0,0,0,0,0,0,0,0
microsoft/Bringing-Old-Photos-Back-to-Life,0,0,0,0,0,0,0,0,0,0
jerryjliu/llama_index,0,0,0,0,0,0,0,0,0,0
adobe-fonts/source-han-sans,2,2,2,2,0,0,0,0,0,0
lebinh/ngxtop,0,0,0,0,0,0,0,0,0,0
day8/re-frame,17,10,4,2,2,1,0,0,0,0
encode/uvicorn,33,25,20,18,15,15,11,10,9,7
gokcehan/lf,4,4,4,4,4,3,3,3,3,3
lib/pq,0,0,0,0,0,0,0,0,0,0
statsmodels/statsmodels,0,0,0,0,0,0,0,0,0,0
ninja-build/ninja,1,0,0,0,0,0,0,0,0,0
SublimeText/Spacegray,0,0,0,0,0,0,0,0,0,0
developit/htm,8,5,4,3,3,3,2,1,1,1
GavinZhuLei/vue-form-making,1,1,0,0,0,0,0,0,0,0
FormidableLabs/webpack-dashboard,11,8,4,3,2,2,1,1,0,0
Azure/azure-quickstart-templates,0,0,0,0,0,0,0,0,0,0
dhg/Skeleton,2,2,2,2,2,0,0,0,0,0
ethereum/go-ethereum,140,131,127,119,110,105,96,85,83,75
BurntSushi/ripgrep,22,18,18,17,16,16,16,14,14,12
pa7/heatmap.js,0,0,0,0,0,0,0,0,0,0
huggingface/pytorch-image-models,4,1,1,0,0,0,0,0,0,0
Yalantis/uCrop,3,3,0,0,0,0,0,0,0,0
LMAX-Exchange/disruptor,4,1,0,0,0,0,0,0,0,0
cucumber/cucumber-ruby,6,6,5,5,5,4,1,1,1,1
CoderMJLee/MJExtension,4,2,2,1,1,1,1,1,0,0
openstf/stf,2,1,1,1,1,1,1,1,1,1
aws/aws-cli,0,0,0,0,0,0,0,0,0,0
Shopify/polaris,569,537,448,339,311,278,227,214,189,158
NodeBB/NodeBB,123,114,110,106,101,101,100,99,93,88
rsms/inter,34,31,30,27,20,18,13,11,10,7
peers/peerjs,19,19,17,12,10,9,6,5,5,5
tweepy/tweepy,27,25,25,25,25,24,23,23,20,18
facebook/react,63,56,45,42,40,37,35,30,28,26
alrra/browser-logos,366,366,200,191,116,111,78,77,61,58
google/model-viewer,51,45,40,35,33,31,30,28,26,25
elazarl/goproxy,0,0,0,0,0,0,0,0,0,0
cockpit-project/cockpit,31,30,16,16,8,8,6,6,1,1
healthchecks/healthchecks,33,30,28,24,16,14,8,5,3,2
magicalpanda/MagicalRecord,0,0,0,0,0,0,0,0,0,0
facebook/zstd,28,21,17,16,15,13,12,11,11,10
cmderdev/cmder,21,19,18,15,15,15,14,11,11,11
thephpleague/flysystem,1,1,1,1,1,1,1,1,1,1
daimajia/NumberProgressBar,1,0,0,0,0,0,0,0,0,0
kevinzhow/PNChart,0,0,0,0,0,0,0,0,0,0
open-mmlab/mmsegmentation,42,40,38,37,36,36,34,33,33,30
denisidoro/navi,38,29,22,16,11,10,10,8,8,6
tiangolo/sqlmodel,7,4,4,4,3,3,3,2,1,1
infernojs/inferno,93,49,25,15,7,6,5,5,5,2
avast/retdec,4,2,2,2,2,1,1,1,1,1
doctrine/cache,38,23,19,14,13,10,9,8,7,4
path/FastImageCache,0,0,0,0,0,0,0,0,0,0
weaveworks/weave,69,68,61,58,52,51,45,44,39,39
boostorg/boost,0,0,0,0,0,0,0,0,0,0
rethinkdb/rethinkdb,71,68,66,64,58,54,51,48,46,39
99designs/aws-vault,58,42,31,24,18,16,16,15,13,8
spencermountain/compromise,26,16,7,2,2,2,0,0,0,0
vercel/commerce,1,0,0,0,0,0,0,0,0,0
facebook/prophet,4,3,0,0,0,0,0,0,0,0
vercel/micro,48,32,25,20,14,11,10,9,9,8
phar-io/version,4,2,0,0,0,0,0,0,0,0
desandro/masonry,16,4,1,0,0,0,0,0,0,0
yonaskolb/XcodeGen,66,60,52,45,38,27,25,23,21,17
horst3180/arc-theme,0,0,0,0,0,0,0,0,0,0
google/jsonnet,4,1,1,1,1,0,0,0,0,0
projectdiscovery/katana,7,7,7,7,7,7,7,5,5,5
neo4j/neo4j,13,7,4,3,2,2,1,1,1,1
rt2zz/redux-persist,4,3,3,3,3,3,3,3,2,2
MikeMcl/bignumber.js,0,0,0,0,0,0,0,0,0,0
vadimdemedes/ink,49,40,29,26,15,13,8,6,4,4
git-up/GitUp,8,7,6,3,3,2,1,0,0,0
wbkd/react-flow,212,186,141,112,89,73,58,52,43,39
google/brotli,1,1,1,0,0,0,0,0,0,0
uber/kraken,1,1,1,1,1,1,1,1,1,1
SeleniumHQ/selenium,86,86,85,85,85,85,85,85,85,85
magicmonty/bash-git-prompt,3,2,1,1,1,1,0,0,0,0
encode/starlette,30,22,18,14,12,9,6,6,5,4
gunthercox/ChatterBot,68,55,48,31,24,18,17,15,14,11
hashicorp/consul,150,136,126,115,108,99,92,84,79,71
robbiehanson/XMPPFramework,1,1,1,1,1,1,0,0,0,0
symfony/translation,81,40,22,15,9,6,4,2,2,1
universal-ctags/ctags,1,1,1,1,1,1,1,1,1,1
Activiti/Activiti,44,28,15,13,12,10,9,7,6,4
EduardoPires/EquinoxProject,2,0,0,0,0,0,0,0,0,0
airbnb/lottie-ios,19,18,17,17,16,16,14,13,12,12
Koenkk/zigbee2mqtt,86,72,70,68,68,65,64,63,63,62
redis/redis-py,51,49,37,36,33,31,31,30,28,28
square/PonyDebugger,0,0,0,0,0,0,0,0,0,0
seajs/seajs,16,4,0,0,0,0,0,0,0,0
lra/mackup,0,0,0,0,0,0,0,0,0,0
claudiodangelis/qrcp,21,15,11,8,7,6,3,2,2,2
commonsguy/cw-omnibus,0,0,0,0,0,0,0,0,0,0
SwiftyJSON/SwiftyJSON,3,3,3,3,3,3,3,2,1,0
jitsi/jitsi-meet,0,0,0,0,0,0,0,0,0,0
sourcegraph/sourcegraph,54,3,2,1,1,1,1,1,1,1
traefik/traefik,238,213,198,186,175,163,146,142,136,125
h6ah4i/android-advancedrecyclerview,0,0,0,0,0,0,0,0,0,0
Flipboard/FLAnimatedImage,2,1,1,0,0,0,0,0,0,0
ampproject/amphtml,788,786,647,633,578,566,560,552,540,538
tylertreat/comcast,1,1,0,0,0,0,0,0,0,0
gwuhaolin/livego,12,11,8,7,6,5,4,3,3,3
pachyderm/pachyderm,284,266,244,211,181,149,122,103,88,76
orf/gping,0,0,0,0,0,0,0,0,0,0
pyenv/pyenv,76,67,60,55,45,38,31,28,23,17
elixir-lang/elixir,41,38,0,0,0,0,0,0,0,0
influxdata/influxdb,52,51,49,47,46,43,39,38,35,33
ecomfe/zrender,20,11,7,3,2,1,0,0,0,0
vuejs/vue-cli,119,105,87,78,71,63,52,46,43,40
TadasBaltrusaitis/OpenFace,5,5,3,1,1,1,1,0,0,0
Alamofire/Alamofire,91,79,67,59,54,48,38,33,31,25
sindresorhus/ky,59,52,29,26,15,13,6,4,3,2
YoKeyword/Fragmentation,26,11,6,2,1,1,0,0,0,0
stanfordnlp/CoreNLP,8,7,7,7,7,6,6,6,6,6
NLPchina/elasticsearch-sql,23,15,14,13,10,9,7,7,7,7
coreybutler/nvm-windows,10,6,4,4,3,3,3,3,3,2
jasmine/jasmine,1,0,0,0,0,0,0,0,0,0
RangiLyu/nanodet,7,6,5,5,4,4,3,3,3,2
bchavez/Bogus,0,0,0,0,0,0,0,0,0,0
DmitryBaranovskiy/raphael,2,2,1,1,0,0,0,0,0,0
CoderMJLee/MJRefresh,9,5,4,3,2,2,2,1,1,1
balderdashy/waterline,8,2,1,1,0,0,0,0,0,0
hamcrest/hamcrest-php,0,0,0,0,0,0,0,0,0,0
getlantern/lantern,0,0,0,0,0,0,0,0,0,0
adam-p/markdown-here,9,7,5,2,1,1,0,0,0,0
connors/photon,2,2,1,0,0,0,0,0,0,0
mybatis/generator,1,0,0,0,0,0,0,0,0,0
gvergnaud/ts-pattern,25,10,4,1,1,1,0,0,0,0
kaminari/kaminari,35,26,18,16,12,12,10,8,6,5
zhihu/Matisse,3,3,2,1,1,1,1,1,1,0
facebook/relay,60,49,45,39,34,33,33,30,30,29
mixn/carbon-now-cli,7,4,3,1,1,1,1,1,1,1
nhn/tui.chart,32,23,18,15,13,12,9,8,6,5
apache/echarts,50,48,47,44,43,43,42,39,39,36
realm/jazzy,56,41,30,21,14,6,3,2,1,1
ichord/At.js,1,0,0,0,0,0,0,0,0,0
tonsky/datascript,83,39,22,15,10,7,5,2,2,2
jquery/jquery,0,0,0,0,0,0,0,0,0,0
ajaxorg/ace,54,51,47,40,35,31,31,28,25,24
electronicarts/EASTL,7,4,4,3,2,2,2,1,1,0
hybridgroup/gobot,14,11,8,4,3,2,2,2,2,1
shentao/vue-multiselect,23,16,13,11,10,9,8,7,7,6
fatedier/frp,13,9,3,2,0,0,0,0,0,0
GoogleChrome/lighthouse-ci,54,54,53,53,51,51,49,49,49,48
robertdavidgraham/masscan,0,0,0,0,0,0,0,0,0,0
snipe/snipe-it,168,134,119,106,91,86,77,68,60,55
shazow/ssh-chat,6,5,5,4,3,2,2,0,0,0
drakeet/MultiType,30,8,3,1,1,1,1,0,0,0
acaudwell/Gource,0,0,0,0,0,0,0,0,0,0
tictail/bounce.js,0,0,0,0,0,0,0,0,0,0
pallets/werkzeug,2,0,0,0,0,0,0,0,0,0
mail-in-a-box/mailinabox,0,0,0,0,0,0,0,0,0,0
StackExchange/StackExchange.Redis,31,28,26,23,17,14,12,11,8,7
gcanti/fp-ts,97,35,20,15,11,10,8,5,4,3
swc-project/swc,1,1,1,1,1,1,1,1,1,0
denoland/deno,216,214,209,202,196,191,183,174,168,162
matthew-andrews/isomorphic-fetch,0,0,0,0,0,0,0,0,0,0
scala/scala,66,60,55,53,50,46,43,39,36,34
alexazhou/VeryNginx,0,0,0,0,0,0,0,0,0,0
DaveGamble/cJSON,44,30,21,13,9,7,5,4,4,4
jorgebucaran/hyperapp,20,16,11,7,7,6,5,4,4,4
JetBrains/kotlin,29,7,3,3,2,2,2,2,1,1
WenchaoD/FSCalendar,0,0,0,0,0,0,0,0,0,0
jasontaylordev/CleanArchitecture,1,1,1,1,1,1,1,1,1,1
PHPOffice/PHPWord,18,15,15,14,13,13,12,10,10,10
auth0/java-jwt,39,22,14,8,5,4,4,4,3,3
aws/aws-sdk-js,132,0,0,0,0,0,0,0,0,0
xmartlabs/XLForm,4,3,1,0,0,0,0,0,0,0
dropwizard/dropwizard,127,103,87,84,77,74,72,68,66,64
jgraph/drawio,0,0,0,0,0,0,0,0,0,0
iperov/DeepFaceLive,0,0,0,0,0,0,0,0,0,0
eligrey/FileSaver.js,4,2,1,1,0,0,0,0,0,0
danielgindi/Charts,9,8,8,8,7,6,6,6,6,6
mobz/elasticsearch-head,0,0,0,0,0,0,0,0,0,0
NodeOS/NodeOS,0,0,0,0,0,0,0,0,0,0
ZipArchive/ZipArchive,27,17,14,10,7,4,2,1,0,0
Cyan4973/xxHash,2,1,1,1,1,1,1,1,1,1
rtyley/bfg-repo-cleaner,6,4,2,2,1,1,1,1,1,1
PanJiaChen/vue-admin-template,3,3,3,3,3,3,2,2,0,0
domlysz/BlenderGIS,0,0,0,0,0,0,0,0,0,0
jiaaro/pydub,5,4,3,2,2,2,1,1,1,0
rollup/rollup,422,416,235,195,124,87,64,51,37,25
journeyapps/zxing-android-embedded,7,6,6,5,2,2,1,0,0,0
novus/nvd3,0,0,0,0,0,0,0,0,0,0
wkentaro/labelme,7,4,3,3,3,1,1,1,1,1
mayswind/AriaNg,32,19,9,8,6,3,2,2,1,0
hashicorp/terraform-provider-aws,243,224,214,211,210,206,204,196,193,191
svg/svgo,17,15,13,11,10,10,8,8,6,5
codemirror/codemirror5,4,2,1,1,1,0,0,0,0,0
kylemanna/docker-openvpn,0,0,0,0,0,0,0,0,0,0
jquense/react-big-calendar,94,94,85,29,10,7,5,4,3,3
Project-OSRM/osrm-backend,24,18,16,14,14,13,9,8,7,7
krzyzanowskim/CryptoSwift,4,1,0,0,0,0,0,0,0,0
Spotifyd/spotifyd,5,5,4,3,3,2,2,2,2,2
kefranabg/readme-md-generator,0,0,0,0,0,0,0,0,0,0
kulshekhar/ts-jest,18,6,6,5,5,5,4,3,3,3
apache/apisix,47,0,0,0,0,0,0,0,0,0
jonsuh/hamburgers,6,3,2,0,0,0,0,0,0,0
yuliskov/SmartTubeNext,3,1,1,0,0,0,0,0,0,0
sindresorhus/caprine,73,61,52,47,40,31,23,19,16,14
technomancy/leiningen,0,0,0,0,0,0,0,0,0,0
sindresorhus/ora,29,23,10,5,2,2,2,2,1,0
akavel/up,4,2,1,1,1,1,1,1,1,1
hashicorp/serf,5,5,4,2,2,1,1,1,1,1
microsoft/playwright,106,92,79,60,51,45,42,38,36,31
hackware1993/MagicIndicator,0,0,0,0,0,0,0,0,0,0
sensepost/objection,21,13,11,9,9,8,5,3,3,2
TryGhost/node-sqlite3,17,11,9,7,6,4,4,2,2,1
szimek/signature_pad,17,16,15,2,0,0,0,0,0,0
powerline/powerline,1,0,0,0,0,0,0,0,0,0
microsoft/TypeScript,45,15,10,7,5,5,5,5,5,5
plasma-umass/scalene,22,16,14,12,7,6,6,6,6,5
laravel/lumen,0,0,0,0,0,0,0,0,0,0
kubernetes/autoscaler,55,39,26,20,17,16,14,11,10,8
neovim/neovim,24,16,15,13,11,10,10,9,9,9
rupa/z,0,0,0,0,0,0,0,0,0,0
kelseyhightower/confd,0,0,0,0,0,0,0,0,0,0
capistrano/capistrano,27,19,12,7,4,3,1,1,1,1
neuecc/UniRx,4,3,2,1,1,1,1,1,1,1
mutualmobile/MMDrawerController,14,9,7,5,5,4,3,3,1,1
spatie/laravel-backup,75,26,16,11,6,5,3,3,2,2
streamich/react-use,249,249,100,68,34,28,17,13,8,8
apache/dubbo,77,65,62,60,59,59,58,58,57,55
mediaelement/mediaelement,52,42,33,28,22,19,15,11,9,9
89luca89/distrobox,17,14,13,12,11,10,9,9,9,8
alyssaxuu/screenity,0,0,0,0,0,0,0,0,0,0
vuejs/vue-router,55,42,31,31,30,27,24,22,15,13
Miserlou/Zappa,0,0,0,0,0,0,0,0,0,0
daimajia/AndroidSwipeLayout,12,3,2,1,1,1,1,1,0,0
popcorn-time/popcorn-app,0,0,0,0,0,0,0,0,0,0
linuxserver/Heimdall,19,13,12,10,8,6,6,6,6,6
cymcsg/UltimateRecyclerView,2,0,0,0,0,0,0,0,0,0
chenglou/react-motion,3,2,2,2,2,2,0,0,0,0
nektos/act,59,57,47,42,40,38,38,38,36,34
carloscuesta/gitmoji,19,19,18,18,18,18,17,17,17,17
shadowsocks/ShadowsocksX-NG,18,13,7,4,1,1,1,1,1,0
github/gh-ost,23,20,18,16,16,12,10,7,6,5
ramsey/uuid,9,4,0,0,0,0,0,0,0,0
openalpr/openalpr,0,0,0,0,0,0,0,0,0,0
phoenixframework/phoenix,9,0,0,0,0,0,0,0,0,0
opencv/opencv,0,0,0,0,0,0,0,0,0,0
mrniko/netty-socketio,0,0,0,0,0,0,0,0,0,0
Carthage/Carthage,75,66,48,35,30,24,20,17,15,11
golang/protobuf,12,9,5,3,2,2,2,1,0,0
python-visualization/folium,20,19,18,18,16,15,14,13,13,12
Akryum/vue-virtual-scroller,24,16,9,8,8,7,5,5,4,4
BlackrockDigital/startbootstrap,0,0,0,0,0,0,0,0,0,0
hybridgroup/gocv,16,9,7,5,5,3,1,1,0,0
qiao/PathFinding.js,0,0,0,0,0,0,0,0,0,0
mmistakes/minimal-mistakes,103,73,64,54,47,36,28,23,23,20
minio/minio,401,394,387,383,361,352,332,317,301,278
cameron314/concurrentqueue,0,0,0,0,0,0,0,0,0,0
twbs/ratchet,2,2,2,2,2,2,2,2,2,2
jpillora/chisel,15,10,2,2,2,1,1,1,1,1
clojure/clojurescript,0,0,0,0,0,0,0,0,0,0
googollee/go-socket.io,0,0,0,0,0,0,0,0,0,0
kamranahmedse/git-standup,1,1,1,1,1,1,0,0,0,0
z-song/laravel-admin,5,4,2,2,2,1,1,1,1,1
reactiveui/refit,45,44,42,37,32,26,22,21,20,19
guzzle/psr7,3,3,1,1,1,1,1,1,1,0
MatthewYork/DateTools,1,0,0,0,0,0,0,0,0,0
karpathy/convnetjs,0,0,0,0,0,0,0,0,0,0
symfony/var-dumper,98,39,16,5,4,3,3,3,3,2
fkling/astexplorer,14,11,11,8,6,4,4,4,4,2
abraunegg/onedrive,58,55,53,50,48,46,42,41,35,32
gephi/gephi,11,11,10,10,10,10,10,10,9,8
sameersbn/docker-gitlab,254,101,63,40,26,19,14,11,9,7
lanpa/tensorboardX,2,0,0,0,0,0,0,0,0,0
Unitech/pm2,66,50,41,36,36,28,24,23,21,19
microsoft/cpprestsdk,20,20,18,18,17,17,16,15,15,15
ytisf/theZoo,0,0,0,0,0,0,0,0,0,0
danielgatis/rembg,13,10,5,3,2,1,0,0,0,0
cssinjs/jss,38,30,19,15,12,7,4,4,2,2
openframeworks/openFrameworks,2,0,0,0,0,0,0,0,0,0
gcla/termshark,6,4,4,4,4,4,4,4,4,4
google/flatbuffers,16,15,13,12,12,11,11,11,11,11
rakyll/hey,0,0,0,0,0,0,0,0,0,0
metafizzy/infinite-scroll,7,7,6,5,2,1,1,0,0,0
mathjax/MathJax,8,6,6,5,5,5,5,5,5,4
google/material-design-icons,2,1,1,1,1,1,1,1,1,0
syndtr/goleveldb,0,0,0,0,0,0,0,0,0,0
google/googletest,5,4,4,3,3,2,2,1,1,1
developit/unfetch,10,5,4,2,1,1,0,0,0,0
inversify/InversifyJS,44,34,31,26,18,16,16,16,14,13
tristanhimmelman/ObjectMapper,7,0,0,0,0,0,0,0,0,0
styled-components/styled-components,124,99,73,52,42,29,14,9,7,5
go-kit/kit,13,12,12,12,12,12,12,12,12,11
mastodon/mastodon,204,193,189,181,174,165,157,142,135,130
seaweedfs/seaweedfs,178,150,113,87,70,59,47,37,23,17
magit/magit,1,1,0,0,0,0,0,0,0,0
HarlonWang/AVLoadingIndicatorView,0,0,0,0,0,0,0,0,0,0
audacity/audacity,21,16,15,15,13,10,8,6,5,4
grpc/grpc,169,126,94,82,78,71,67,64,62,62
google/traceur-compiler,1,1,1,0,0,0,0,0,0,0
qishibo/AnotherRedisDesktopManager,18,9,4,2,1,1,1,1,1,1
Terry-Mao/goim,0,0,0,0,0,0,0,0,0,0
wagerfield/parallax,0,0,0,0,0,0,0,0,0,0
serilog/serilog,15,13,12,12,11,10,10,10,10,10
google/tsunami-security-scanner,0,0,0,0,0,0,0,0,0,0
swagger-api/swagger-core,85,77,65,56,52,48,42,37,36,32
shadcn/ui,12,12,12,4,4,4,3,3,3,2
sschmid/Entitas,70,51,45,32,22,18,9,8,7,6
benoitc/gunicorn,19,15,12,12,10,10,8,7,6,6
ray-project/ray,58,58,57,54,53,53,52,49,48,48
blue-yonder/tsfresh,8,8,8,7,7,7,7,7,6,6
microsoft/playwright-python,40,31,23,11,6,4,2,2,2,2
semantic-release/semantic-release,375,375,137,69,37,32,16,14,10,10
SocketCluster/socketcluster,4,2,1,1,0,0,0,0,0,0
liaohuqiu/android-Ultra-Pull-To-Refresh,3,2,1,1,1,1,0,0,0,0
airbnb/epoxy,52,33,20,16,8,4,2,2,2,2
facebook/flow,80,37,24,18,13,8,4,4,4,2
daimajia/AndroidViewAnimations,0,0,0,0,0,0,0,0,0,0
evilsocket/opensnitch,23,21,20,19,17,16,16,15,14,14
ossrs/srs,47,46,44,30,28,24,23,22,20,20
styled-components/polished,54,42,32,8,6,3,1,1,0,0
chenshuo/muduo,0,0,0,0,0,0,0,0,0,0
LeaVerou/awesomplete,0,0,0,0,0,0,0,0,0,0
BoltsFramework/Bolts-ObjC,12,9,9,6,5,4,4,3,2,1
facebook/fresco,11,9,6,5,5,5,3,2,2,2
krzysztofzablocki/Sourcery,28,16,12,7,5,4,4,3,2,1
metafizzy/zdog,3,3,3,3,2,1,0,0,0,0
laurent22/joplin,242,213,181,161,144,122,104,93,82,73
blakeblackshear/frigate,51,49,49,40,30,30,30,30,30,30
marionettejs/backbone.marionette,4,2,0,0,0,0,0,0,0,0
KnuffApp/Knuff,0,0,0,0,0,0,0,0,0,0
aleju/imgaug,3,3,3,2,2,2,2,2,2,2
transitive-bullshit/chatgpt-api,108,86,73,64,54,51,46,41,37,34
glushchenko/fsnotes,184,123,84,62,40,25,16,14,10,7
symfony/console,139,86,51,42,25,15,10,8,8,7
rmax/scrapy-redis,3,3,3,3,3,2,1,1,1,1
lipis/flag-icons,1,1,0,0,0,0,0,0,0,0
niieani/bash-oo-framework,0,0,0,0,0,0,0,0,0,0
Instagram/IGListKit,9,8,8,8,7,7,7,7,7,7
pbatard/rufus,28,23,18,13,8,2,1,0,0,0
mxcl/PromiseKit,3,2,0,0,0,0,0,0,0,0
symfony/thanks,0,0,0,0,0,0,0,0,0,0
metafizzy/flickity,21,16,12,10,7,5,4,3,2,1
AdguardTeam/AdGuardHome,153,141,122,102,89,71,66,52,44,38
tsenart/vegeta,48,34,29,26,22,22,19,18,14,11
OrchardCMS/OrchardCore,10,8,8,8,8,8,8,8,8,8
jsdom/jsdom,5,5,0,0,0,0,0,0,0,0
robinmoisson/staticrypt,8,5,3,1,0,0,0,0,0,0
tj/git-extras,21,21,21,21,21,21,20,20,20,20
microsoft/FASTER,112,112,101,78,68,60,53,42,36,35
hugsy/gef,9,8,8,7,6,6,6,6,6,6
jondot/hygen,0,0,0,0,0,0,0,0,0,0
JakubOnderka/PHP-Console-Highlighter,1,0,0,0,0,0,0,0,0,0
google/automl,0,0,0,0,0,0,0,0,0,0
SVG-Edit/svgedit,19,0,0,0,0,0,0,0,0,0
romaonthego/RESideMenu,0,0,0,0,0,0,0,0,0,0
symfony/debug,12,1,0,0,0,0,0,0,0,0
rancher/rancher,293,267,261,250,240,229,223,215,204,198
kyleconroy/sqlc,25,25,25,25,23,22,18,16,16,16
pocoproject/poco,3,2,2,1,1,1,1,1,0,0
microsoft/botframework-sdk,5,5,2,1,1,1,1,1,1,0
babel/babel,353,304,261,234,214,190,173,167,150,140
doctrine/event-manager,6,6,5,4,2,2,2,2,1,1
kishikawakatsumi/KeychainAccess,5,1,1,1,0,0,0,0,0,0
facebook/react-native,236,171,138,120,111,108,97,96,87,85
microsoft/PowerToys,59,46,33,29,23,19,12,8,7,4
square/crossfilter,0,0,0,0,0,0,0,0,0,0
sirupsen/logrus,9,7,7,6,5,5,3,3,1,1
davatron5000/FitText.js,0,0,0,0,0,0,0,0,0,0
arrow-kt/arrow,35,31,31,31,30,30,30,29,29,29
angular/angular-cli,621,617,588,505,488,478,436,427,411,373
quartz-scheduler/quartz,2,2,2,2,2,2,2,1,1,1
shadowsocks/shadowsocks-rust,87,58,40,27,21,16,11,11,11,10
PyMySQL/PyMySQL,5,5,5,5,5,5,4,4,4,4
koreader/koreader,83,76,73,68,68,67,67,66,66,66
google/benchmark,19,18,17,16,14,14,14,14,13,11
aria2/aria2,4,0,0,0,0,0,0,0,0,0
dmlc/dgl,24,24,24,21,20,20,18,18,18,17
gocd/gocd,18,12,11,11,9,8,8,6,6,6
zxing/zxing,1,0,0,0,0,0,0,0,0,0
antirez/disque,0,0,0,0,0,0,0,0,0,0
centrifugal/centrifugo,66,35,17,10,6,5,4,1,0,0
cython/cython,0,0,0,0,0,0,0,0,0,0
lovell/sharp,0,0,0,0,0,0,0,0,0,0
